Project Geographic District ,Project Building Identifier,Project School Name,Project Type,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s),Valid Row,Overrun Amount,Overrun Percentage,Cost Overrun
18,K500,HS FOR MEDICAL PROFESSIONS - K,SCA CIP RESOA,FY23 RESO A SCIENCE LAB UPGRADE / PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,"CM,F&E",PNS,,,PNS,84000,88293,21729,"DSF0001035577, DSF0001035578",FALSE,,,
18,K500,K753 SPED - BROOKLYN,Fast Track Projects,CTF ROOM CONVERSION / PATH OF TRAVEL CTF ROOM CONVERSION,Construction,In-Progress,6/3/2019,,,,761776,743168,"DSF0000912166, DSF0000912460",FALSE,,,
18,K500,HS FOR INNOVATION IN AD - BKLYN,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,5/14/2024,,,,1050000,0,DSF0001086133,FALSE,,,
18,K500,HS FOR MEDICAL PROFESSIONS - K,DOE - RESOA,FY23 RESO A HYDROPONICS LAB,Construction,Complete,9/20/2023,,6/4/2024,,200000,,DSF0001085173,FALSE,,,
18,K501,HS FOR MEDICAL PROFESSIONS - K,DOE - Skilled Trades,ATHLETIC FIELD,Construction,In-Progress,10/5/2023,,,,2375498,0,DSF0001066403,FALSE,,,
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP,C OF O / LOW-VOLTAGE ELECTRICAL SYSTEMS / ELECTRICAL SYSTEMS,Scope,Complete,5/23/2019,9/23/2019,11/27/2019,59160,55023,55023,"DSF0000912406, DSF0000942044, DSF0000942050",TRUE,-4137,-6.992900609,0
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP,C OF O / LOW-VOLTAGE ELECTRICAL SYSTEMS / ELECTRICAL SYSTEMS,Design,Complete,1/3/2020,7/7/2020,9/26/2022,295800,227454,198349,"DSF0000912406, DSF0000942044, DSF0000942050",TRUE,-97451,-32.9448952,0
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP,C OF O / LOW-VOLTAGE ELECTRICAL SYSTEMS / ELECTRICAL SYSTEMS,Construction,In-Progress,9/11/2023,3/3/2025,,6655500,5990321,1107238,"DSF0000912406, DSF0000942044, DSF0000942050",TRUE,-5548262,-83.36356397,0
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP,C OF O / LOW-VOLTAGE ELECTRICAL SYSTEMS / ELECTRICAL SYSTEMS,"CM,F&E",In-Progress,9/11/2023,3/3/2025,,414120,122372,122022,"DSF0000912406, DSF0000942044, DSF0000942050",TRUE,-292098,-70.53462764,0
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE,Scope,Complete,2/16/2023,6/20/2023,12/6/2023,0,24398,18348,DSF0001035580,FALSE,,,
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE,Design,In-Progress,12/12/2023,5/14/2024,,88575,64177,29798,DSF0001035580,TRUE,-58777,-66.35845329,0
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,1299107,1299107,4910,DSF0001035580,FALSE,,,
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP RESOA,FY23 RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,,,PNS,88575,88575,16193,DSF0001035580,FALSE,,,
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Scope,Complete,12/15/2023,3/15/2024,1/5/2024,10016,10016,10016,DSF0001035581,TRUE,0,0,0
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,In-Progress,1/10/2024,5/13/2024,,1425,1425,0,DSF0001035581,FALSE,,,
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,20893,20893,0,DSF0001035581,FALSE,,,
18,K515,BROOKLYN THEATRE ARTS H.S. - K,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,,,PNS,11506,11506,11506,DSF0001035581,FALSE,,,
18,K515,BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND EQUITY - K,SCA IEH,PO18-REPLACE BROKEN 9X9 TILES IN ROOM 462 ROOM SIZE APPROX 800 SQ FT.,Construction,Complete,1/4/2024,,2/21/2024,,32659,25309,SCA0000072613,FALSE,,,
18,K515,BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND EQUITY - K,SCA IEH,PO18-ABATE & REPLACE PIPE INSULATION LOCATED AT BOILER ROOM,Construction,Complete,2/21/2024,,3/3/2024,,20565,19265,SCA0000072757,FALSE,,,
18,K515,BROOKLYN BRIDGE ACADEMY - K,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,100000,0,DSF0001035582,FALSE,,,
18,K515,BROOKLYN BRIDGE ACADEMY - K,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,150000,0,DSF0001086134,FALSE,,,
18,K515,ACAD FOR CONSERV & THE ENVIR - K,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,In-Progress,3/20/2024,,,,50000,50000,DSF0001086135,FALSE,,,
18,K515,BROOKLYN THEATRE ARTS H.S. - K,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/20/2024,,6/26/2024,,50000,50000,DSF0001086136,FALSE,,,
18,K515,VICTORY COLLEGIATE HS - K,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,,,PNS,,175000,0,DSF0001086138,FALSE,,,
18,K515,BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND EQUITY - K,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,,,PNS,,175000,0,DSF0001086139,FALSE,,,
18,K515,BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND EQUITY - K,DOE - Skilled Trades,CAFETERIA SERVING LINE,Construction,In-Progress,2/3/2023,,,,697978,0,DSF0000960847,FALSE,,,
18,K515,BROOKLYN COMMUNITY HIGH SCHOOL FOR EXCELLENCE AND EQUITY - K,DOE - Skilled Trades,BCC PLAN REVIEW FOR DSF WORK @ K515,Construction,In-Progress,3/3/2021,,,,9617,0,SCA0000064029,FALSE,,,
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,ROOFS,Scope,Complete,7/23/2019,12/9/2019,10/10/2019,12790,17110,17110,DSF0000911250,TRUE,4320,33.7763878,1
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,ROOFS,Design,Complete,10/22/2019,3/26/2020,6/8/2020,63950,80662,80614,DSF0000911250,TRUE,16664,26.0578577,1
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,ROOFS,Construction,PNS,,,PNS,1438875,1438875,90459,DSF0000911250,FALSE,,,
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,ROOFS,"CM,F&E",PNS,,,PNS,89530,89530,43380,DSF0000911250,FALSE,,,
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,BOILER REPLACEMENT / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / VENTILATION / INTRUSION ALARM,Scope,Complete,2/25/2020,7/24/2020,3/25/2021,50050,44825,44825,"DSF0000957676, DSF0001008851, DSF0001008852, DSF0001006906, DSF0001008853",TRUE,-5225,-10.43956044,0
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,BOILER REPLACEMENT / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / VENTILATION / INTRUSION ALARM,Design,Complete,6/7/2021,12/9/2021,12/7/2021,234927,231062,173933,"DSF0000957676, DSF0001008851, DSF0001008852, DSF0001006906, DSF0001008853",TRUE,-60994,-25.96295871,0
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,BOILER REPLACEMENT / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / VENTILATION / INTRUSION ALARM,Construction,In-Progress,8/7/2023,8/5/2025,,3960743,3538366,1759212,"DSF0000957676, DSF0001008851, DSF0001008852, DSF0001006906, DSF0001008853",TRUE,-2201531,-55.58378819,0
18,K818,DISTRICT OFFICE #18 - BROOKLYN,SCA CIP,BOILER REPLACEMENT / CLIMATE CONTROL / LOW-VOLTAGE ELECTRICAL SYSTEM / VENTILATION / INTRUSION ALARM,"CM,F&E",In-Progress,8/7/2023,8/5/2025,,465242,123065,123065,"DSF0000957676, DSF0001008851, DSF0001008852, DSF0001006906, DSF0001008853",TRUE,-342177,-73.54817493,0
18,K818,DISTRICT OFFICE #18 - BROOKLYN,DIIT - Project Connect,NEXT GENERATION NETWORK UPGRADE,Purch & Install,Complete,3/1/2019,,1/30/2024,,364629,175949,DSF0000960595,FALSE,,,
18,K835,P.S. 235 - BROOKLYN,SCA CIP,REPLACE (3) ROOF TOP UNITS / ROOFS,Scope,Complete,2/4/2019,7/5/2019,9/10/2019,43337,24348,24348,"DSF0000894607, DSF0000942606",TRUE,-18989,-43.81706163,0
18,K835,P.S. 235 - BROOKLYN,SCA CIP,REPLACE (3) ROOF TOP UNITS / ROOFS,Design,Complete,3/16/2021,8/13/2021,12/17/2021,211677,122360,113330,"DSF0000894607, DSF0000942606",TRUE,-98347,-46.46088144,0
18,K835,P.S. 235 - BROOKLYN,SCA CIP,REPLACE (3) ROOF TOP UNITS / ROOFS,Construction,PNS,,,PNS,4329820,4329820,151095,"DSF0000894607, DSF0000942606",FALSE,,,
18,K835,P.S. 235 - BROOKLYN,SCA CIP,REPLACE (3) ROOF TOP UNITS / ROOFS,"CM,F&E",PNS,,,PNS,340892,340892,55422,"DSF0000894607, DSF0000942606",FALSE,,,
18,K835,P.S. 235 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Scope,In-Progress,5/31/2024,10/17/2024,,,181,181,DSF0001094946,FALSE,,,
18,K835,P.S. 235 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Design,PNS,,,PNS,,724,724,DSF0001094946,FALSE,,,
18,K835,P.S. 235 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Construction,PNS,,,PNS,,0,0,DSF0001094946,FALSE,,,
18,K835,P.S. 235 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,"CM,F&E",PNS,,,PNS,0,208,208,DSF0001094946,FALSE,,,
18,K855,P.S. 235 - BROOKLYN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,200000,0,DSF0001035597,FALSE,,,
18,K855,P.S. 235 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,50000,0,DSF0001086157,FALSE,,,
18,K860,P.S. 219 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,Scope,Complete,8/1/2013,1/6/2014,12/5/2013,48840,25426,25426,DSF0000761724,TRUE,-23414,-47.94021294,0
18,K860,P.S. 219 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,Design,Complete,1/8/2014,6/10/2014,10/22/2014,195360,280212,271618,DSF0000761724,TRUE,76258,39.03460278,1
18,K860,P.S. 219 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,Construction,In-Progress,8/19/2019,8/17/2021,,3663000,3408178,2594772,DSF0000761724,TRUE,-1068228,-29.16265356,0
18,K860,P.S. 219 - BROOKLYN,SCA CIP,BOILER REPLACEMENT,"CM,F&E",In-Progress,8/19/2019,8/17/2021,,227920,1011969,1011969,DSF0000761724,TRUE,784049,344.0018428,1
18,K860,EAST BKLN COMMUNITY HS - K,SCA CIP,COVID VENTILATION,Scope,Complete,12/10/2020,4/9/2021,6/9/2021,10487,43705,43705,DSF0000991368,TRUE,33218,316.7540765,1
18,K860,EAST BKLN COMMUNITY HS - K,SCA CIP,COVID VENTILATION,Design,Complete,6/14/2021,11/15/2021,10/27/2021,52434,67801,67801,DSF0000991368,TRUE,15367,29.30731968,1
18,K860,EAST BKLN COMMUNITY HS - K,SCA CIP,COVID VENTILATION,Construction,PNS,,,PNS,1179756,1179756,41611,DSF0000991368,FALSE,,,
18,K860,EAST BKLN COMMUNITY HS - K,SCA CIP,COVID VENTILATION,"CM,F&E",PNS,,,PNS,73407,73407,12534,DSF0000991368,FALSE,,,
18,K860,EAST BKLN COMMUNITY HS - K,SCA IEH,PO18-SAFE ACCESS ABATEMENT,Construction,In-Progress,4/26/2024,,,,13399,811,SCA0000072964,FALSE,,,
19,K007,K004 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/11/2024,5/10/2024,1/11/2024,4388,1458,1458,DSF0001087362,TRUE,-2930,-66.77301732,0
19,K007,K004 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,3/20/2024,9/13/2024,,19748,19748,5833,DSF0001087362,TRUE,-13915,-70.46283168,0
19,K007,K004 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,,,PNS,254526,254526,0,DSF0001087362,FALSE,,,
19,K007,K004 SPED - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,,,PNS,47175,47175,1425,DSF0001087362,FALSE,,,
19,K007,P.S. 7 - BROOKLYN,SCA CIP RESOA,FY18 RESO A IP SECURITY CAMERAS,Scope,PNS,,,PNS,0,0,0,DSF0000866412,FALSE,,,
19,K007,P.S. 7 - BROOKLYN,SCA CIP RESOA,FY18 RESO A IP SECURITY CAMERAS,Design,PNS,,,PNS,20737,20737,0,DSF0000866412,FALSE,,,
19,K007,P.S. 7 - BROOKLYN,SCA CIP RESOA,FY18 RESO A IP SECURITY CAMERAS,Construction,PNS,,,PNS,304138,304138,0,DSF0000866412,FALSE,,,
19,K007,P.S. 7 - BROOKLYN,SCA CIP RESOA,FY18 RESO A IP SECURITY CAMERAS,"CM,F&E",PNS,,,PNS,366348,345611,345611,DSF0000866412,FALSE,,,
19,K007,P.S. 7 - BROOKLYN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,,,PNS,466000,466000,0,DSF0001085936,FALSE,,,
19,K013,P.S. 13 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/18/2024,5/16/2024,4/2/2024,7749,1725,1725,DSF0001087367,TRUE,-6024,-77.7390631,0
19,K013,P.S. 13 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,4/2/2024,9/26/2024,,34870,34870,6903,DSF0001087367,TRUE,-27967,-80.20361342,0
19,K013,P.S. 13 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,,,PNS,449429,449429,0,DSF0001087367,FALSE,,,
19,K013,P.S. 13 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,,,PNS,83299,83299,1477,DSF0001087367,FALSE,,,
19,K013,P.S. 13 - BROOKLYN,SCA IEH,"PO18-ROOM 128, ABATE 70 SQ. FT. LOOSE, POPPING UP FLOOR TILES ROOM 131, ABATE 70 SQ. FT. LOOSE, POPP",Construction,In-Progress,5/29/2024,,,,14227,652,SCA0000073034,FALSE,,,
19,K013,P.S. 13 - BROOKLYN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,,,PNS,233000,233000,0,DSF0001085940,FALSE,,,
19,K013,P.S. 13 - BROOKLYN,DOE - RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,4/3/2024,,,,498205,0,DSF0001085939,FALSE,,,
19,K013,P.S. 13 - BROOKLYN,DOE - Skilled Trades,DEP GREEN INFRASTRUCTURE,Construction,In-Progress,11/14/2022,,,,1150474,0,DSF0000911947,FALSE,,,
19,K013,P.S. 13 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,7/5/2022,,,,191366,0,DSF0001034216,FALSE,,,
19,K065,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA CIP,PERM FIX- EXTERIOR MASONRY @ K065,Scope,Complete,5/25/2023,10/12/2023,9/26/2023,30980,99016,37953,DSF0001088870,TRUE,6973,22.50806972,1
19,K065,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA CIP,PERM FIX- EXTERIOR MASONRY @ K065,Design,Complete,10/5/2023,3/12/2024,3/6/2024,154902,118064,107476,DSF0001088870,TRUE,-47426,-30.61677706,0
19,K065,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA CIP,PERM FIX- EXTERIOR MASONRY @ K065,Construction,PNS,,,PNS,3485301,3485301,81259,DSF0001088870,FALSE,,,
19,K065,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA CIP,PERM FIX- EXTERIOR MASONRY @ K065,"CM,F&E",PNS,,,PNS,216863,216863,29971,DSF0001088870,FALSE,,,
19,K065,ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL - K,SCA Emergency Response,EMERGENCY STABILIZATION- SWB @ K065,Construction,In-Progress,4/13/2023,,,,95096,14647,SCA0000071882,FALSE,,,
19,K065,P.S. 65 - BROOKLYN,DOE - RESOA,FY23 RESO A PLAYGROUND UPGRADE,Construction,PNS,,,PNS,,200000,0,DSF0001035400,FALSE,,,
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,IPDVS INSTALLATION,Scope,Complete,8/31/2023,1/4/2024,11/7/2023,6669,2167,2167,DSF0001035005,TRUE,-4502,-67.50637277,0
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,IPDVS INSTALLATION,Design,Complete,11/7/2023,5/6/2024,1/24/2024,30009,8669,8669,DSF0001035005,TRUE,-21340,-71.11199973,0
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,IPDVS INSTALLATION,Construction,PNS,,,PNS,386785,386785,2163,DSF0001035005,FALSE,,,
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,SCA CIP,IPDVS INSTALLATION,"CM,F&E",PNS,,,PNS,71689,71689,4076,DSF0001035005,FALSE,,,
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,9/19/2020,,,,372163,298206,DSF0000912048,FALSE,,,
19,K072,EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE - K,DOE - RESOA,FY20 RESO A HYDROPONICS LAB,Construction,In-Progress,4/8/2022,,,,603731,0,DSF0000913043,FALSE,,,
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,DOE - Skilled Trades,DEP GREEN INFRASTRUCTURE,Construction,In-Progress,7/16/2020,,,,760283,0,DSF0000912644,FALSE,,,
19,K072,EAST NEW YORK ELEMENTARY SCHOOL OF EXCELLENCE  -K,DOE - Skilled Trades,ELEVATOR MODERNIZATION,Construction,In-Progress,9/1/2021,,,,61744,304425,DSF0000985802,FALSE,,,
19,K108,P.S. 108 - BROOKLYN,DIIT - IPDVS,DIIT IPDVS SERVER REFRESH,Purch & Install,Complete,11/16/2022,,12/7/2022,,50000,34960,DSF0001034719,FALSE,,,
19,K108,P.S. 108 - BROOKLYN,DOE - RESOA,FY22 RESO A ELECTRICAL UPGRADE,Construction,PNS,,,PNS,,175764,0,DSF0001033471,FALSE,,,
19,K108,P.S. 108 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,2/8/2024,,2/20/2024,,65832,11611,DSF0001084039,FALSE,,,
19,K149,P.S. 149 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/9/2024,5/8/2024,3/22/2024,4821,1171,1171,DSF0001087402,TRUE,-3650,-75.71043352,0
19,K149,P.S. 149 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,3/22/2024,9/17/2024,,21694,21694,4685,DSF0001087402,TRUE,-17009,-78.40416705,0
19,K149,P.S. 149 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,,,PNS,279615,279615,0,DSF0001087402,FALSE,,,
19,K149,P.S. 149 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,,,PNS,51825,51825,1283,DSF0001087402,FALSE,,,
19,K149,P.S. 149 - BROOKLYN,SCA Furniture & Equipment,FY24 RESO A MOBILE SCIENCE LABS,F&E,PNS,,,PNS,130000,130000,0,DSF0001085997,FALSE,,,
19,K149,P.S. 149 - BROOKLYN,DOE - Skilled Trades,ACE BOILER CONTROLS UPGRADE,Construction,In-Progress,12/8/2021,,,,60651,0,DSF0000866106,FALSE,,,
19,K158,P.S. 158 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,1/11/2024,5/10/2024,1/11/2024,4072,1026,1026,DSF0001087407,TRUE,-3046,-74.80353635,0
19,K158,P.S. 158 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,3/21/2024,9/16/2024,,18323,18323,4106,DSF0001087407,TRUE,-14217,-77.59100584,0
19,K158,P.S. 158 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,,,PNS,236164,236164,0,DSF0001087407,FALSE,,,
19,K158,P.S. 158 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,,,PNS,43772,43772,1367,DSF0001087407,FALSE,,,
19,K158,P.S. 158 - BROOKLYN,Fast Track Projects,STRUCTURAL DEFECTS,Construction,In-Progress,5/20/2016,,,,640117,638757,DSF0000825820,FALSE,,,
19,K158,P.S. 158 - BROOKLYN,DOE - RESOA,FY18 RESO A AUDITORIUM SOUND SYSTEM UPGRADE,Construction,In-Progress,3/19/2024,,,,137950,0,DSF0000912487,FALSE,,,
19,K158,P.S. 158 - BROOKLYN,DOE - RESOA,FY20 RESO A HYDROPONICS LAB,Construction,In-Progress,1/30/2020,,,,215711,0,DSF0000913045,FALSE,,,
19,K158,P.S. 158 - BROOKLYN,DOE - RESOA,FY23 RESO A HYDROPONICS LAB,Construction,In-Progress,10/6/2023,,,,70321,0,DSF0001035450,FALSE,,,
19,K159,P.S. 159 - BROOKLYN,Fast Track Projects,ELECTRICAL WORK FOR A/C INITIATIVE / LL26 CODE COMPLIANCE/EXIT SIGN REPLACEMENT,Construction,In-Progress,12/18/2019,,,,359763,355092,"DSF0000912055, DSF0000912529",FALSE,,,
19,K159,P.S. 159 - BROOKLYN,DOE - Skilled Trades,DEP/DOE WATER CONSERVATION FIXTURE RETROFIT PROGRAM,Construction,In-Progress,9/22/2021,,,,74254,0,DSF0001008965,FALSE,,,
19,K159,P.S. 159 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,2/20/2024,,2/28/2024,,65832,,DSF0001084067,FALSE,,,
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA CIP RESOA,FY20 RESO A SCIENCE LAB UPGRADES,Scope,Complete,3/4/2021,6/17/2021,8/26/2021,0,34462,25763,DSF0000913047,FALSE,,,
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA CIP RESOA,FY20 RESO A SCIENCE LAB UPGRADES,Design,Complete,12/1/2021,5/4/2022,8/23/2022,64267,78771,67388,DSF0000913047,TRUE,3121,4.856302613,0
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA CIP RESOA,FY20 RESO A SCIENCE LAB UPGRADES,Construction,Complete,4/28/2023,3/22/2024,3/22/2024,942581,894405,532685,DSF0000913047,TRUE,-409896,-43.48655447,0
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA CIP RESOA,FY20 RESO A SCIENCE LAB UPGRADES,"CM,F&E",Complete,4/28/2023,3/22/2024,3/22/2024,64267,118132,80786,DSF0000913047,TRUE,16519,25.70370486,1
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA IEH,PO18-SECTION OF CEILING HAS COME DOWN IN BASEMENT HALLWAY THE CEILING IS LISTED AS ACM IN AHERA BOOK,Construction,Complete,7/17/2023,,4/23/2024,,334,334,SCA0000072145,FALSE,,,
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,SCA IEH,"PO18-ABATE WALLS, FLOORS, AND CEILING FOR ACM LOCATION: LIBRARY AND ROOM 119A RA24 / /LLW#136169",Construction,Complete,4/2/2024,,5/10/2024,,98502,1460,SCA0000072887,FALSE,,,
19,K166,NEW DISTRICT HS IN BUILDING K166 - K,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,64000,0,DSF0001035452,FALSE,,,
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,DOE - RESOA,FY24 RESO A LIBRARY UPGRADE,Construction,PNS,,,PNS,,150000,0,DSF0001086005,FALSE,,,
19,K166,VAN SICLEN COMMUNITY MIDDLE SCHOOL,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,6/13/2023,,,,651994,0,DSF0001035161,FALSE,,,
19,K171,I.S. 171 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Scope,Complete,7/21/2022,12/7/2022,12/27/2022,37670,29339,29339,DSF0001011982,TRUE,-8331,-22.11574197,0
19,K171,I.S. 171 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Design,Complete,1/4/2023,6/6/2023,5/3/2023,188350,116616,97120,DSF0001011982,TRUE,-91230,-48.43642156,0
19,K171,I.S. 171 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Construction,In-Progress,1/12/2024,11/1/2025,,4237875,3852823,8728,DSF0001011982,TRUE,-4229147,-99.79404772,0
19,K171,I.S. 171 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,"CM,F&E",In-Progress,1/12/2024,11/1/2025,,263690,84131,79544,DSF0001011982,TRUE,-184146,-69.8342751,0
19,K171,I.S. 171 - BROOKLYN,SCA Emergency Response,EMERGENCY STABILIZATION OF FACADE,Construction,In-Progress,2/4/2010,,,,,0,SCA0000008888,FALSE,,,
19,K171,I.S. 171 - BROOKLYN,SCA Emergency Response,EMERGENCY STABILIZATION- CRACKED DETERIORATED COPING STONES,Construction,In-Progress,11/30/2022,,,,274483,239026,SCA0000071587,FALSE,,,
19,K171,I.S. 171 - BROOKLYN,DIIT - IPDVS,DIIT IPDVS SERVER REFRESH,Purch & Install,Complete,12/2/2022,,3/14/2023,,50000,39047,DSF0001034725,FALSE,,,
19,K171,I.S. 171 - BROOKLYN,DIIT - RESOA,FY18 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,150000,0,DSF0000867433,FALSE,,,
19,K171,I.S. 171 - BROOKLYN,DOE - RESOA,FY16 RESO A GYMNASIUM,Construction,In-Progress,7/22/2022,,,,208177,0,DSF0000844142,FALSE,,,
