Project Geographic District ,Project Building Identifier,Project School Name,Project Type ,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s),Valid Row,Overrun Amount,Overrun Percentage,Cost Overrun
22,K152,P.S. 315 - BROOKLYN,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS / PARAPETS / FLOOD ELIMINATION / PAVED AREA- CONCRETE,Construction,PNS,,,PNS,40588577.0,40588577.0,4122.0,"DSF0001062349, DSF0001062351, DSF0001111792, DSF0001111791, DSF0001111790, DSF0001111789",False,,,
22,K152,P.S. 315 - BROOKLYN,SCA CIP,ROOFS / EXTERIOR MASONRY / WINDOWS / PARAPETS / FLOOD ELIMINATION / PAVED AREA- CONCRETE,"CM,F&E",PNS,,,PNS,2659798.0,2659798.0,16282.0,"DSF0001062349, DSF0001062351, DSF0001111792, DSF0001111791, DSF0001111790, DSF0001111789",False,,,
22,K152,P.S. 152 - BROOKLYN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Scope,Complete,2023-01-25,2023-04-25,4/12/2023,0.0,30079.0,30079.0,DSF0001035446,False,,,
22,K152,P.S. 152 - BROOKLYN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Design,Complete,2023-04-21,2023-09-07,9/1/2023,33000.0,47090.0,42898.0,DSF0001035446,True,9898.0,29.993939393939396,1.0
22,K152,P.S. 152 - BROOKLYN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,Construction,PNS,,,PNS,484000.0,555011.0,0.0,DSF0001035446,False,,,
22,K152,P.S. 152 - BROOKLYN,SCA CIP RESOA,FY23 RESO A PLAYGROUND UPGRADE,"CM,F&E",PNS,,,PNS,33000.0,37842.0,2980.0,DSF0001035446,False,,,
22,K152,P.S. 152 - BROOKLYN,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Scope,Complete,2023-12-08,2024-04-11,4/9/2024,0.0,18269.0,973.0,DSF0001085999,False,,,
22,K152,P.S. 152 - BROOKLYN,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Design,In-Progress,2024-04-16,2024-08-30,,60000.0,47424.0,3889.0,DSF0001085999,True,-56111.0,-93.51833333333333,0.0
22,K152,P.S. 152 - BROOKLYN,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,Construction,PNS,,,PNS,880000.0,880000.0,0.0,DSF0001085999,False,,,
22,K152,P.S. 152 - BROOKLYN,SCA CIP RESOA,FY24 RESO A LIBRARY UPGRADE,"CM,F&E",PNS,,,PNS,60000.0,60000.0,2680.0,DSF0001085999,False,,,
22,K152,P.S. 152 - BROOKLYN,SCA Emergency Response,EMERGENCY STABILIZATION- SWB @ K152,Construction,In-Progress,2023-07-10,,,,132718.0,6718.0,SCA0000072115,False,,,
22,K152,P.S. 315 - BROOKLYN,Fast Track Projects,FY22 RESO A ROOM CONVERSION,Construction,In-Progress,2023-09-14,,,,123566.0,71069.0,DSF0001033542,False,,,
22,K152,P.S. 315 - BROOKLYN,DOE - RESOA,FY20 RESO A WATER FOUNTAIN UPGRADES,Construction,In-Progress,2020-02-07,,,,38382.0,0.0,DSF0000913226,False,,,
22,K152,P.S. 315 - BROOKLYN,DOE - RESOA,FY21 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,2022-11-16,,,,132131.0,0.0,DSF0001008310,False,,,
22,K152,P.S. 152 - BROOKLYN,DOE - RESOA,FY20 RESO A DIGITAL SIGN,Construction,In-Progress,2021-10-11,,,,38760.0,0.0,DSF0001008813,False,,,
22,K152,P.S. 315 - BROOKLYN,DOE - RESOA,FY23 RESO A MULTIMEDIA CENTER,Construction,PNS,,,PNS,,100000.0,0.0,DSF0001035448,False,,,
22,K152,P.S. 315 - BROOKLYN,DOE - RESOA,FY24 RESO A HYDROPONICS LAB,Construction,PNS,,,PNS,,251000.0,0.0,DSF0001085998,False,,,
22,K152,P.S. 315 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,2024-02-13,,,,65832.0,0.0,DSF0001084063,False,,,
22,K193,P.S. 193 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM / PARAPETS / EXTERIOR MASONRY / ROOFS,Scope,Complete,2021-03-26,2022-11-22,7/19/2023,180273.0,393129.0,385111.0,"DSF0001008653, DSF0000987593, DSF0001012375, DSF0001012376, DSF0001085832",True,204838.0,113.62655528004748,1.0
22,K193,P.S. 193 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM / PARAPETS / EXTERIOR MASONRY / ROOFS,Design,Complete,2023-08-21,2024-01-25,4/4/2024,887094.0,661706.0,355033.0,"DSF0001008653, DSF0000987593, DSF0001012375, DSF0001012376, DSF0001085832",True,-532061.0,-59.97797302202472,0.0
22,K193,P.S. 193 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM / PARAPETS / EXTERIOR MASONRY / ROOFS,Construction,PNS,,,PNS,18725389.0,22238064.0,386214.0,"DSF0001008653, DSF0000987593, DSF0001012375, DSF0001012376, DSF0001085832",False,,,
22,K193,P.S. 193 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY / LOW VOLTAGE ELECTRICAL SYSTEM / PARAPETS / EXTERIOR MASONRY / ROOFS,"CM,F&E",PNS,,,PNS,1368916.0,1368916.0,129734.0,"DSF0001008653, DSF0000987593, DSF0001012375, DSF0001012376, DSF0001085832",False,,,
22,K193,P.S. 193 - BROOKLYN,Fast Track Projects,LSP PVI DOMESTIC WATER HEATER,Construction,In-Progress,2019-05-07,,,,251347.0,145443.0,DSF0000893807,False,,,
22,K193,P.S. 193 - BROOKLYN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,534000.0,0.0,DSF0001033032,False,,,
22,K193,P.S. 193 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,100000.0,0.0,DSF0001086017,False,,,
22,K193,P.S. 193 - BROOKLYN,DOE - RESOA,FY21 RESO A CAFETERIA UPGRADE,Construction,In-Progress,2022-03-23,,,,586788.0,0.0,DSF0001008311,False,,,
22,K193,P.S. 193 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,2024-06-03,,6/11/2024,,65832.0,189.0,DSF0001084084,False,,,
22,K194,P.S. 194 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Scope,Complete,2021-02-26,2021-07-13,11/29/2021,109900.0,96108.0,96108.0,DSF0001008565,True,-13792.0,-12.549590536851685,0.0
22,K194,P.S. 194 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Design,Complete,2021-11-29,2022-05-17,2/8/2023,549500.0,370563.0,243055.0,DSF0001008565,True,-306445.0,-55.76797088262057,0.0
22,K194,P.S. 194 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,Construction,In-Progress,2023-09-18,2025-11-05,,12363750.0,11418956.0,764662.0,DSF0001008565,True,-11599088.0,-93.8152906682843,0.0
22,K194,P.S. 194 - BROOKLYN,SCA CIP,FULL PROGRAM ACCESSIBILITY,"CM,F&E",In-Progress,2023-09-18,2025-11-05,,769890.0,225493.0,210034.0,DSF0001008565,True,-559856.0,-72.71895985140733,0.0
22,K194,P.S. 194 - BROOKLYN,SCA IEH,PO18-ABATE LOOSE/LIFTING 9'X 9' ACM FLOORING TILE TRIPPING HAZARD. SMALL ROOM 8' X 12' HALF THE ROOM,Construction,Complete,2024-06-25,,6/30/2024,,0.0,0.0,SCA0000073085,False,,,
22,K194,P.S. 194 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,50000.0,0.0,DSF0001086018,False,,,
22,K194,P.S. 194 - BROOKLYN,DOE - RESOA,FY19 RESO A SUPPLEMENTAL COOLING,Construction,In-Progress,2018-12-21,,,,488768.0,0.0,DSF0000890761,False,,,
22,K194,P.S. 194 - BROOKLYN,DOE - RESOA,FY22 RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,,269352.0,0.0,DSF0001033499,False,,,
22,K194,P.S. 194 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,2024-06-21,,6/28/2024,,65832.0,30923.0,DSF0001084085,False,,,
22,K195,P.S. 195 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Scope,Complete,2021-06-02,2021-10-18,12/22/2021,19147.0,29730.0,29730.0,DSF0000939151,True,10583.0,55.27236642816107,1.0
22,K195,P.S. 195 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Design,Complete,2021-12-22,2022-05-25,5/5/2022,95734.0,79483.0,77710.0,DSF0000939151,True,-18024.0,-18.82716694173439,0.0
22,K195,P.S. 195 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,Construction,In-Progress,2023-01-09,2024-04-02,,2154024.0,1946000.0,909573.0,DSF0000939151,True,-1244451.0,-57.77331171797528,0.0
22,K195,P.S. 195 - BROOKLYN,SCA CIP,EXTERIOR MASONRY,"CM,F&E",In-Progress,2023-01-09,2024-04-02,,134028.0,256123.0,250869.0,DSF0000939151,True,116841.0,87.1765601217656,1.0
22,K195,P.S. 195 - BROOKLYN,SCA CIP,PARAPETS / WINDOWS,Scope,In-Progress,2024-06-14,2024-10-31,,,1413.0,1413.0,"DSF0001090831, DSF0001090832",False,,,
22,K195,P.S. 195 - BROOKLYN,SCA CIP,PARAPETS / WINDOWS,Design,PNS,,,PNS,,5653.0,5653.0,"DSF0001090831, DSF0001090832",False,,,
22,K195,P.S. 195 - BROOKLYN,SCA CIP,PARAPETS / WINDOWS,Construction,PNS,,,PNS,,0.0,0.0,"DSF0001090831, DSF0001090832",False,,,
22,K195,P.S. 195 - BROOKLYN,SCA CIP,PARAPETS / WINDOWS,"CM,F&E",PNS,,,PNS,0.0,0.0,0.0,"DSF0001090831, DSF0001090832",False,,,
22,K195,P.S. 195 - BROOKLYN,SCA Emergency Response,EMERGENCY STABILIZATION,Construction,In-Progress,2021-08-23,,,,32919.0,15342.0,SCA0000070421,False,,,
22,K195,P.S. 195 - BROOKLYN,SCA IEH,PO18-ABATE PLASTER AND PAINT CEILING IN CLASSROOM 222. AREA TO BE PLASTERED IS APPROXIMATELY 50SG.FT,Construction,Complete,2024-04-18,,4/24/2024,,52007.0,38287.0,SCA0000072941,False,,,
22,K195,P.S. 195 - BROOKLYN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,260000.0,0.0,DSF0001033034,False,,,
22,K195,P.S. 195 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,2024-03-04,,3/11/2024,,65832.0,11049.0,DSF0001084086,False,,,
22,K197,P.S. 197 - BROOKLYN,SCA CIP,PERM FIX- REINFORCING SUPPORT ELEMENTS @ K197,Scope,Complete,2023-11-28,2024-04-15,2/8/2024,13400.0,20372.0,20372.0,DSF0001111959,True,6972.0,52.02985074626866,1.0
22,K197,P.S. 197 - BROOKLYN,SCA CIP,PERM FIX- REINFORCING SUPPORT ELEMENTS @ K197,Design,Complete,2024-02-12,2024-07-15,5/14/2024,67000.0,57705.0,50988.0,DSF0001111959,True,-16012.0,-23.898507462686567,0.0
22,K197,P.S. 197 - BROOKLYN,SCA CIP,PERM FIX- REINFORCING SUPPORT ELEMENTS @ K197,Construction,PNS,,,PNS,1507500.0,1507500.0,114.0,DSF0001111959,False,,,
22,K197,P.S. 197 - BROOKLYN,SCA CIP,PERM FIX- REINFORCING SUPPORT ELEMENTS @ K197,"CM,F&E",PNS,,,PNS,93800.0,93800.0,58074.0,DSF0001111959,False,,,
22,K197,P.S. 197 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2024-06-10,2024-10-09,6/12/2024,4348.0,0.0,0.0,DSF0001087421,False,,,
22,K197,P.S. 197 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,In-Progress,2024-06-12,2024-12-10,,19567.0,19567.0,0.0,DSF0001087421,False,,,
22,K197,P.S. 197 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,PNS,,,PNS,252203.0,252203.0,0.0,DSF0001087421,False,,,
22,K197,P.S. 197 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",PNS,,,PNS,46744.0,46744.0,0.0,DSF0001087421,False,,,
22,K197,P.S. 197 - BROOKLYN,SCA IEH,PO18-ABATE FLOORING / ROOM 401/ CONCRETE SUBFLOORING LISTED POSITIVE FOR ACM IN ADHERA BOOK. LOOKING,Construction,In-Progress,2024-03-19,,,,1047.0,297.0,SCA0000072827,False,,,
22,K197,P.S. 197 - BROOKLYN,SCA IEH,PO18-ABATE FLOOR TILES IN ROOMS 111 AND ROOM 263 INCLUDING SUBFLOOR,Construction,In-Progress,2024-04-08,,,,81345.0,427.0,SCA0000072899,False,,,
22,K197,P.S. 197 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,300000.0,0.0,DSF0001086021,False,,,
22,K197,P.S. 197 - BROOKLYN,DOE - RESOA,FY19 RESO A HYDROPONICS LAB,Construction,In-Progress,2019-04-12,,,,119721.0,0.0,DSF0000890651,False,,,
22,K197,P.S. 197 - BROOKLYN,DOE - RESOA,FY21 RESO A BATHROOM UPGRADE,Construction,In-Progress,2021-09-23,,,,90313.0,0.0,DSF0001008342,False,,,
22,K197,P.S. 197 - BROOKLYN,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,,100000.0,0.0,DSF0001035467,False,,,
22,K197,P.S. 197 - BROOKLYN,DOE - Skilled Trades,ACE BOILER CONTROLS UPGRADE,Construction,In-Progress,2022-07-01,,,,62704.0,0.0,DSF0000866109,False,,,
22,K197,P.S. 197 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,2024-03-08,,3/20/2024,,65832.0,16339.0,DSF0001084088,False,,,
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,FY24 RESO A (MA) CAFETERIA UPGRADE,Scope,Complete,2023-11-21,2024-03-26,3/29/2024,0.0,18721.0,18721.0,DSF0001086022,False,,,
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,FY24 RESO A (MA) CAFETERIA UPGRADE,Design,In-Progress,2024-04-17,2024-09-03,,59640.0,40919.0,5698.0,DSF0001086022,True,-53942.0,-90.44600938967136,0.0
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,FY24 RESO A (MA) CAFETERIA UPGRADE,Construction,PNS,,,PNS,874716.0,874716.0,0.0,DSF0001086022,False,,,
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,FY24 RESO A (MA) CAFETERIA UPGRADE,"CM,F&E",PNS,,,PNS,59640.0,59640.0,5975.0,DSF0001086022,False,,,
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A (MA) CAFETERIA UPGRADE,Scope,Complete,2024-04-09,2024-07-11,6/10/2024,547.0,547.0,547.0,DSF0001087017,True,0.0,0.0,0.0
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A (MA) CAFETERIA UPGRADE,Design,In-Progress,2024-06-17,2024-10-16,,2189.0,2189.0,2189.0,DSF0001087017,True,0.0,0.0,0.0
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A (MA) CAFETERIA UPGRADE,Construction,PNS,,,PNS,6005.0,6005.0,0.0,DSF0001087017,False,,,
22,K198,P.S. 198 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A (MA) CAFETERIA UPGRADE,"CM,F&E",PNS,,,PNS,1508.0,1508.0,1508.0,DSF0001087017,False,,,
22,K198,P.S. 198 - BROOKLYN,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,100000.0,0.0,DSF0001033500,False,,,
22,K198,P.S. 198 - BROOKLYN,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,100000.0,0.0,DSF0001035468,False,,,
22,K198,P.S. 198 - BROOKLYN,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,100000.0,0.0,DSF0001086023,False,,,
22,K198,P.S. 198 - BROOKLYN,DOE - Skilled Trades,ELECTRICAL WORK FOR A/C INITIATIVE,Construction,In-Progress,2020-08-17,,,,979.0,0.0,DSF0000960905,False,,,
22,K203,P.S. 203 - BROOKLYN,DIIT - IPDVS,DIIT IPDVS SERVER REFRESH,Purch & Install,Complete,2022-11-28,,1/26/2023,,50000.0,34826.0,DSF0001034727,False,,,
22,K203,P.S. 203 - BROOKLYN,DIIT - RESOA,FY14 RESO A SECURITY CAMERAS,Purch & Install,PNS,,,PNS,,180000.0,0.0,DSF0000798932,False,,,
22,K203,P.S. 203 - BROOKLYN,DOE - RESOA,FY21 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,2023-01-06,,,,313052.0,0.0,DSF0001008329,False,,,
22,K203,P.S. 203 - BROOKLYN,DOE - RESOA,FY23 RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,,250000.0,0.0,DSF0001035470,False,,,
22,K203,P.S. 203 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,2020-12-11,,,,185715.0,0.0,DSF0000912963,False,,,
22,K203,P.S. 203 - BROOKLYN,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,Complete,2024-03-25,,4/1/2024,,65832.0,189.0,DSF0001084091,False,,,
22,K206,P.S. 206 - BROOKLYN,SCA Capacity,ADDITION,Scope,Complete,2022-05-10,2022-08-26,8/26/2022,1192000.0,850106.0,847941.0,DSF0000911846,True,-344059.0,-28.864010067114094,0.0
22,K206,P.S. 206 - BROOKLYN,SCA Capacity,ADDITION,Design,Complete,2022-08-29,2023-03-03,4/12/2023,5364000.0,1613988.0,1229990.0,DSF0000911846,True,-4134010.0,-77.06953765846384,0.0
22,K206,P.S. 206 - BROOKLYN,SCA Capacity,ADDITION,Construction,In-Progress,2024-02-21,2026-09-03,,67646000.0,60698624.0,394367.0,DSF0000911846,True,-67251633.0,-99.4170135706472,0.0
22,K206,P.S. 206 - BROOKLYN,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,2024-02-21,2026-09-03,,9536000.0,4089318.0,702135.0,DSF0000911846,True,-8833865.0,-92.63700713087249,0.0
22,K206,P.S. 206 - BROOKLYN,SCA CIP,EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING-EXISTING BUILDING-INTERIOR RENOVATIONS/PROGRAM ACCESSIBILITY,Scope,Complete,2022-09-21,2023-01-26,3/13/2023,91591.0,62685.0,62685.0,"DSF0000911846, DSF0000911846, DSF0000911846",True,-28906.0,-31.55986941948445,0.0
22,K206,P.S. 206 - BROOKLYN,SCA CIP,EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING-EXISTING BUILDING-INTERIOR RENOVATIONS/PROGRAM ACCESSIBILITY,Design,Complete,2023-03-15,2023-08-15,10/23/2023,455057.0,239562.0,215195.0,"DSF0000911846, DSF0000911846, DSF0000911846",True,-239862.0,-52.710319806090226,0.0
22,K206,P.S. 206 - BROOKLYN,SCA CIP,EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING-EXISTING BUILDING-INTERIOR RENOVATIONS/PROGRAM ACCESSIBILITY,Construction,PNS,,,PNS,9987974.0,9987974.0,15721.0,"DSF0000911846, DSF0000911846, DSF0000911846",False,,,
22,K206,P.S. 206 - BROOKLYN,SCA CIP,EXISTING BUILDING/ELECTRICAL SYSTEMS UPGRADE / EXISTING BUILDING/FIRE ALARM UPGRADE / EXISTING BUILDING-EXISTING BUILDING-INTERIOR RENOVATIONS/PROGRAM ACCESSIBILITY,"CM,F&E",PNS,,,PNS,662886.0,662886.0,47253.0,"DSF0000911846, DSF0000911846, DSF0000911846",False,,,
22,K206,P.S. 206 - BROOKLYN,SCA CIP,DEMOLITION,Scope,Complete,2022-07-22,2022-07-22,7/22/2022,33672.0,83664.0,83664.0,DSF0000911846,True,49992.0,148.46756949394154,1.0
22,K206,P.S. 206 - BROOKLYN,SCA CIP,DEMOLITION,Design,Complete,2022-07-25,2022-11-18,3/15/2023,168359.0,231853.0,221365.0,DSF0000911846,True,53006.0,31.483912353957912,1.0
22,K206,P.S. 206 - BROOKLYN,SCA CIP,DEMOLITION,Construction,In-Progress,2023-07-06,2024-03-01,,3788071.0,3606836.0,3241174.0,DSF0000911846,True,-546897.0,-14.437348191203386,0.0
22,K206,P.S. 206 - BROOKLYN,SCA CIP,DEMOLITION,"CM,F&E",In-Progress,2023-07-06,2024-03-01,,235702.0,245725.0,234500.0,DSF0000911846,True,-1202.0,-0.5099659739840986,0.0
22,K206,P.S. 206 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2023-02-14,2023-06-14,3/2/2023,3779.0,1385.0,1385.0,DSF0001034646,True,-2394.0,-63.35009261709447,0.0
22,K206,P.S. 206 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,2023-03-02,2023-08-25,5/3/2023,17007.0,5539.0,5539.0,DSF0001034646,True,-11468.0,-67.43105779972952,0.0
22,K206,P.S. 206 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,2023-11-20,2024-11-18,,219208.0,197649.0,1810.0,DSF0001034646,True,-217398.0,-99.1743002080216,0.0
22,K206,P.S. 206 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,2023-11-20,2024-11-18,,40629.0,15805.0,15805.0,DSF0001034646,True,-24824.0,-61.09921484653819,0.0
22,K206,P.S. 206 - BROOKLYN,DOE - RESOA,FY19 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,2020-04-08,,,,406745.0,0.0,DSF0000890764,False,,,
22,K206,P.S. 206 - BROOKLYN,DOE - RESOA,FY21 RESO A SUPPLEMENTAL COOLING,Construction,In-Progress,2023-08-30,,,,457374.0,0.0,DSF0001008339,False,,,
22,K206,P.S. 206 - BROOKLYN,DOE - RESOA,FY22 RESO A CAFETERIA UPGRADE,Construction,In-Progress,2023-11-21,,,,456428.0,0.0,DSF0001033502,False,,,
22,K206,P.S. 206 - BROOKLYN,DOE - RESOA,FY23 RESO A GYMNASIUM UPGRADE,Construction,PNS,,,PNS,,322233.0,0.0,DSF0001035472,False,,,
22,K207,P.S. 207 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / EXTERIOR MASONRY / WINDOWS,Scope,Complete,2021-05-07,2021-09-22,11/16/2021,158000.0,185919.0,176131.0,"DSF0000987895, DSF0000987898, DSF0001034923",True,18131.0,11.475316455696202,1.0
22,K207,P.S. 207 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / EXTERIOR MASONRY / WINDOWS,Design,Complete,2021-11-17,2022-04-21,5/11/2022,790000.0,568738.0,496504.0,"DSF0000987895, DSF0000987898, DSF0001034923",True,-293496.0,-37.15139240506329,0.0
22,K207,P.S. 207 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / EXTERIOR MASONRY / WINDOWS,Construction,In-Progress,2022-09-12,2024-09-10,,17775000.0,17142735.0,10901742.0,"DSF0000987895, DSF0000987898, DSF0001034923",True,-6873258.0,-38.66811814345992,0.0
22,K207,P.S. 207 - BROOKLYN,SCA CIP,FLOOD ELIMINATION / EXTERIOR MASONRY / WINDOWS,"CM,F&E",In-Progress,2022-09-12,2024-09-10,,1107166.0,754457.0,752032.0,"DSF0000987895, DSF0000987898, DSF0001034923",True,-355134.0,-32.07594886403665,0.0
22,K207,P.S. 207 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Scope,Complete,2023-02-15,2023-06-15,3/13/2023,4077.0,696.0,696.0,DSF0001034579,True,-3381.0,-82.92862398822663,0.0
22,K207,P.S. 207 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Design,Complete,2023-03-13,2023-09-06,5/3/2023,18346.0,2785.0,2785.0,DSF0001034579,True,-15561.0,-84.81957919982558,0.0
22,K207,P.S. 207 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,Construction,In-Progress,2023-11-20,2024-11-18,,236463.0,213129.0,2415.0,DSF0001034579,True,-234048.0,-98.978698570178,0.0
22,K207,P.S. 207 - BROOKLYN,SCA CIP,IPDVS INSTALLATIONS,"CM,F&E",In-Progress,2023-11-20,2024-11-18,,43827.0,13042.0,13042.0,DSF0001034579,True,-30785.0,-70.24208821046388,0.0
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY24 RESO A SCIENCE LAB UPGRADE,Scope,In-Progress,2024-03-21,2024-07-08,,0.0,19285.0,259.0,DSF0001086024,False,,,
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY24 RESO A SCIENCE LAB UPGRADE,Design,PNS,,,PNS,60000.0,40715.0,1037.0,DSF0001086024,False,,,
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY24 RESO A SCIENCE LAB UPGRADE,Construction,PNS,,,PNS,880000.0,880000.0,0.0,DSF0001086024,False,,,
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY24 RESO A SCIENCE LAB UPGRADE,"CM,F&E",PNS,,,PNS,60000.0,60000.0,5815.0,DSF0001086024,False,,,
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Scope,In-Progress,2024-03-21,2024-06-21,,0.0,0.0,0.0,DSF0001087018,False,,,
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Design,PNS,,,PNS,0.0,0.0,0.0,DSF0001087018,False,,,
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,Construction,PNS,,,PNS,0.0,0.0,0.0,DSF0001087018,False,,,
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,PATH OF TRAVEL RESO A SCIENCE LAB UPGRADE,"CM,F&E",PNS,,,PNS,0.0,93.0,93.0,DSF0001087018,False,,,
22,K207,P.S. 207 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM UPGRADE / PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Scope,Complete,2019-05-10,2020-04-09,6/9/2021,0.0,19555.0,19555.0,"DSF0000867249, DSF0000960572",False,,,
